,id1,id2,similarity
0,14120,14121,0.6467787485839329
1,14120,14122,0.6675551981039687
2,14120,14123,0.7602963843024688
3,14120,14124,0.7436443123425247
4,14120,14125,0.7720539610352153
5,14120,14126,0.005892556509887897
6,14120,14127,0.7698450976110136
7,14120,14128,0.0036084391824351618
8,14120,14129,0.010206207261596574
9,14120,14130,0.5480706394920172
10,14120,14131,0.7237498815191286
11,14120,14132,0.5180326493015365
12,14120,14133,0.7419670002121825
13,14120,14134,0.01778210692028118
14,14120,14135,0.4037540967835418
15,14120,14136,0.36700171190598363
16,14120,14137,0.3519611201581959
17,14120,14138,0.7831358249618678
18,14120,14139,0.49678023855153663
19,14120,14140,0.7582643871509496
20,14120,14141,0.0074535599249993
21,14120,14142,0.6672419745509613
22,14120,14143,0.774533089210313
23,14120,14144,0.42245934916546424
24,14120,14145,0.7718033085472524
25,14120,14146,0.6449971206435092
26,14120,14147,0.0
27,14120,14148,0.7300258280114575
28,14120,14149,0.03197195155039534
29,14120,14150,0.0
30,14120,14151,0.7773614374037534
31,14120,14152,0.6724901923650695
32,14120,14153,0.0
33,14120,14154,0.0
34,14120,14155,0.0054554472558998104
35,14120,14156,0.776153248528962
36,14120,14157,0.6780175125898353
37,14120,14158,0.1353958516806084
38,14120,14159,0.011785113019775794
39,14120,14160,0.7337915558038148
40,14120,14161,0.0
41,14120,14162,0.7131101835986422
42,14120,14163,0.690378217860472
43,14120,14164,0.0
44,14120,14165,0.7487460659341388
45,14120,14166,0.776929003546992
46,14120,14167,0.758018531966175
47,14120,14168,0.7680357041138757
48,14120,14169,0.15489733004830336
49,14120,14170,0.6701895885829638
50,14120,14171,0.18470131054511651
51,14120,14172,0.6712132023563169
52,14120,14173,0.6021516671777551
53,14120,14174,0.0
54,14120,14175,0.7625306063423491
55,14120,14176,0.11422679451874448
56,14120,14177,0.5120178020784106
57,14120,14178,0.7512015550842966
58,14120,14179,0.7634171306748907
59,14120,14180,0.3495381064810824
60,14120,14181,0.7039235255356883
61,14120,14182,0.43780177202461357
62,14120,14183,0.13388557183689515
63,14120,14184,0.7061053367976413
64,14120,14185,0.0
65,14120,14186,0.0
66,14120,14187,0.004811252243246882
67,14120,14188,0.7046114899633704
68,14120,14189,0.7315910105079773
69,14120,14190,0.01438396269614945
70,14120,14191,0.7580341906726894
71,14120,14192,0.7346006289604199
72,14120,14193,0.18600674242475523
73,14120,14194,0.774257503037633
74,14120,14195,0.024211259810098494
75,14120,14196,0.5113809556526003
76,14120,14197,0.5984889575051437
77,14120,14198,0.022242024175540068
78,14120,14199,0.7262472836564862
79,14120,14200,0.7518137588419438
80,14120,14201,0.6369733630121878
81,14120,14202,0.7390037887395283
82,14120,14203,0.7306014030195522
83,14120,14204,0.6427878684976394
84,14120,14205,0.7481168522983068
85,14120,14206,0.6099496764721142
86,14120,14207,0.6253127805251897
87,14120,14208,0.310452962283323
88,14120,14209,0.01871191398049098
89,14120,14210,0.01871191398049098
90,14120,14211,0.7639693476885525
91,14120,14212,0.7272789979912686
92,14120,14213,0.743295880495243
93,14120,14214,0.7989195193616294
94,14120,14215,0.746769256147724
95,14120,14216,0.0
96,14120,14217,0.6687507375085053
97,14121,14122,0.596809618212546
98,14121,14123,0.6383214007454068
99,14121,14124,0.6971485282296384
100,14121,14125,0.6485965773955392
101,14121,14126,0.009128709291752768
102,14121,14127,0.6743804777787683
103,14121,14128,0.016770509831248424
104,14121,14129,0.0158113883008419
105,14121,14130,0.5406441680148752
106,14121,14131,0.6745992807400407
107,14121,14132,0.4997085171625265
108,14121,14133,0.6632204477261736
109,14121,14134,0.06408690771795325
110,14121,14135,0.5223899995583114
111,14121,14136,0.531634153841605
112,14121,14137,0.4201401950337253
113,14121,14138,0.6635887810040517
114,14121,14139,0.48531005473395294
115,14121,14140,0.6921083525074561
116,14121,14141,0.01732050807568877
117,14121,14142,0.740087114205775
118,14121,14143,0.6681322322583301
119,14121,14144,0.6409360993066854
120,14121,14145,0.70107994314741
121,14121,14146,0.6013153188482352
122,14121,14147,0.0
123,14121,14148,0.6059430286612991
124,14121,14149,0.09190308509457032
125,14121,14150,0.0
126,14121,14151,0.6958357517656896
127,14121,14152,0.6231649267350708
128,14121,14153,0.0
129,14121,14154,0.03580089540069134
130,14121,14155,0.01690308509457033
131,14121,14156,0.7203551165769801
132,14121,14157,0.671287482646971
133,14121,14158,0.13522759550168897
134,14121,14159,0.013693063937629153
135,14121,14160,0.672131503972
136,14121,14161,0.0
137,14121,14162,0.7403854467114863
138,14121,14163,0.6153072109540481
139,14121,14164,0.054481610076720886
140,14121,14165,0.688123587876235
141,14121,14166,0.6824534638855204
142,14121,14167,0.702383264107536
143,14121,14168,0.6640097759027751
144,14121,14169,0.2500912801943281
145,14121,14170,0.7152963548747813
146,14121,14171,0.2635059514600967
147,14121,14172,0.6847089125671926
148,14121,14173,0.6647113559232153
149,14121,14174,0.0
150,14121,14175,0.668568436170119
151,14121,14176,0.21851003155665255
152,14121,14177,0.6304406289052761
153,14121,14178,0.5944365713751043
154,14121,14179,0.684522027073847
155,14121,14180,0.4814596598038877
156,14121,14181,0.6073171332707572
157,14121,14182,0.5035880227072369
158,14121,14183,0.16461748489522451
159,14121,14184,0.6254258330647678
160,14121,14185,0.0
161,14121,14186,0.0
162,14121,14187,0.0149071198499986
163,14121,14188,0.6171670599480533
164,14121,14189,0.668706341293533
165,14121,14190,0.062272100018696236
166,14121,14191,0.7225430954360221
167,14121,14192,0.6624673542745133
168,14121,14193,0.2972440380332293
169,14121,14194,0.6298425804757667
170,14121,14195,0.06960461543874213
171,14121,14196,0.520552731241976
172,14121,14197,0.5829704295758609
173,14121,14198,0.04810660171779821
174,14121,14199,0.7039071015882535
175,14121,14200,0.6537700231695487
176,14121,14201,0.5480799521171797
177,14121,14202,0.6539258999214136
178,14121,14203,0.5922524442025849
179,14121,14204,0.5430648176312736
180,14121,14205,0.7063929413688855
181,14121,14206,0.6793131990359804
182,14121,14207,0.6063997179783585
183,14121,14208,0.4185954769241318
184,14121,14209,0.054005988175813036
185,14121,14210,0.054005988175813036
186,14121,14211,0.6097486386651094
187,14121,14212,0.5766021464364596
188,14121,14213,0.6432925760966133
189,14121,14214,0.6636384684144896
190,14121,14215,0.6391162698524011
191,14121,14216,0.0
192,14121,14217,0.6348727881689356
193,14122,14123,0.636176759129879
194,14122,14124,0.736688999955567
195,14122,14125,0.6471121983220769
196,14122,14126,0.0054554472558998104
197,14122,14127,0.7406583744912143
198,14122,14128,0.013363062095621221
199,14122,14129,0.01653594569415369
200,14122,14130,0.660584933703374
201,14122,14131,0.6282694731148638
202,14122,14132,0.6739798387656523
203,14122,14133,0.6965793966829288
204,14122,14134,0.06324773057185959
205,14122,14135,0.40861834735857755
206,14122,14136,0.5054269014819949
207,14122,14137,0.3146290799813968
208,14122,14138,0.7230646459787312
209,14122,14139,0.5712695576597158
210,14122,14140,0.6992151767607637
211,14122,14141,0.013801311186847085
212,14122,14142,0.6195537142012536
213,14122,14143,0.6960191864766875
214,14122,14144,0.49637810501685703
215,14122,14145,0.7109800276729329
216,14122,14146,0.6904696584067374
217,14122,14147,0.0
218,14122,14148,0.6694358916521024
219,14122,14149,0.0627383896654822
220,14122,14150,0.0
221,14122,14151,0.6952890494763715
222,14122,14152,0.7379381612637674
223,14122,14153,0.0
224,14122,14154,0.04901660550039225
225,14122,14155,0.012626906806902635
226,14122,14156,0.7049212218244317
227,14122,14157,0.599816202035774
228,14122,14158,0.09014581999781918
229,14122,14159,0.008183170883849716
230,14122,14160,0.7184641623060866
231,14122,14161,0.0
232,14122,14162,0.6512871190268398
233,14122,14163,0.6617944348944964
234,14122,14164,0.0596540670842488
235,14122,14165,0.700587250887635
236,14122,14166,0.7015978096759772
237,14122,14167,0.7366339619055863
238,14122,14168,0.7112646089381933
239,14122,14169,0.11297246921654536
240,14122,14170,0.6579429515771357
241,14122,14171,0.12772474263632194
242,14122,14172,0.600079102990879
243,14122,14173,0.5478787307943968
244,14122,14174,0.0
245,14122,14175,0.7310252558502297
246,14122,14176,0.15619099406079412
247,14122,14177,0.5694080543600982
248,14122,14178,0.6644374245960418
